"","taxon_oid","NCBI.Assembly.Accession","Species","Biotic.Relationships","Habitat","Isolation","Phenotype","Relevance","Host.Name","Diseases","Ecosystem","Ecosystem.Category","Ecosystem.Subtype","Ecosystem.Type","Specific.Ecosystem"
"2859",2886015905,"GCA_003014915.1","Pseudomonas sp. R9.37",NA,NA,"Rain",NA,NA,NA,NA,"Environmental","Aquatic","Unclassified","Unclassified","Unclassified"
"2860",8011267867,"GCA_016937595.1","Pseudomonas cedrina",NA,NA,"phyllosphere of grasses",NA,"Agricultural",NA,NA,"Host-associated","Plants","Unclassified","Phyllosphere","Unclassified"
"2861",2908492839,"GCA_900636735.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2862",2718218406,"GCA_001900225.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,"Host-associated","Mammals","Unclassified","Unclassified","Unclassified"
"2863",8048668862,"GCA_026072635.1","Pseudomonas solani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864",8052452141,"GCA_900588665.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865",8044807442,"GCA_900601935.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866",2986613861,"GCA_012935715.1","Pseudomonas sp. ADAK13",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"2867",2927753116,NA,"Pseudomonas sp. BIGb0450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868",2791355512,"GCA_002979555.1","Pseudomonas sp. MYb60",NA,NA,"Rotting apple",NA,"Model Organism","Caenorhabditis elegans MY316",NA,"Host-associated","Invertebrates","Unclassified","Nematoda","Unclassified"
"2869",2558309081,"GCA_000508765.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"2870",2713897218,"GCA_001269495.1","Pseudomonas protegens",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"2871",8061780769,"GCA_900602165.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873",8044131741,"GCA_001401235.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Zizania aquatica",NA,"Host-associated","Unclassified","Unclassified","Unclassified","Unclassified"
"2874",2767802276,"GCA_900005715.1","Pseudomonas sp. 34 E 7",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"2875",2923159863,"GCA_002205355.1","Pseudomonas aeruginosa",NA,NA,"bronchial washing",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Respiratory system","Unclassified"
"2876",2930978831,NA,"Pseudomonas sp.",NA,NA,"Switchgrass leaf surface",NA,NA,"Panicum virgatum",NA,"Host-associated","Plants","Phylloplane/Leaf surface","Phyllosphere","Unclassified"
"2877",8044236088,"GCA_003413385.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution","Phaseolus vulgaris",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2879",2713896843,"GCA_001401375.1","Pseudomonas cannabina",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"2880",2627853808,"GCA_000783395.1","Pseudomonas chlororaphis",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"2881",2667527949,"GCA_001411475.1","Pseudomonas endophytica",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"2882",8011030052,"GCA_002085605.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"2883",8054347763,"GCA_024106375.1","Pseudomonas carnis",NA,NA,"root tissues",NA,"Agricultural","Cowpea",NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"2884",2667527464,"GCA_001457615.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885",2718218384,"GCA_001913135.1","Pseudomonas psychrotolerans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887",2724679180,"GCA_001605875.1","Pseudomonas aeruginosa",NA,NA,"Blood",NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"2888",2599185324,"GCA_900114515.1","Pseudomonas sp. NFACC46-3",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"2889",2734482402,"GCA_001374395.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890",2548876985,"GCA_000251185.1","Pseudomonas fuscovaginae",NA,NA,"Sheath brown rot lesion on the rice type IRRI Elite",NA,"Agricultural","Oryza sativa",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2891",2651869735,"GCA_000974625.1","Pseudomonas toyotomiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892",8052583091,"GCA_900455605.1","Pseudomonas putida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893",2523533501,"GCA_000514315.1","Pseudomonas sp. LAIL14HWK12:I9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894",2738541294,NA,"Pseudomonas sp. GV087",NA,NA,"Populus root",NA,NA,"Populus",NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"2895",8044943659,"GCA_900586625.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896",2556921620,"GCA_000621245.1","Pseudomonas monteilii",NA,"Host","human bronchial aspirate",NA,"GEBA-KMG, Tree of Life","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"2897",2518645593,NA,"Pseudomonas sp. URIL14HWK12:I1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",2651869650,"GCA_001281365.1","Pseudomonas syringae",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"2899",8011043706,"GCA_005937945.2","Pseudomonas sp. KBS0707",NA,NA,"soil",NA,"Evolution",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"2900",2654587707,"GCA_000834545.1","Pseudomonas fluorescens",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"2901",8044402452,"GCA_003700695.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"2902",2740892091,"GCA_001554995.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"2903",8052570420,"GCA_003721325.1","Pseudomonas putida",NA,NA,"Urinary",NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Urine","Urinary system","Unclassified"
"2904",2734482496,"GCA_001374435.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905",2740892061,"GCA_001554505.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"2906",2939025686,"GCA_003851555.1","Pseudomonas synxantha",NA,NA,"wheat rhizosphere",NA,"Agricultural","Triticum sp.",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2907",2974440541,NA,"Pseudomonas syringae",NA,NA,"Plant surface",NA,NA,"Triticum",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2908",8035382089,"GCA_002269595.1","Pseudomonas fragi",NA,NA,"aerobically stored beef",NA,NA,NA,NA,"Engineered","Food production","Unclassified","Meat products","Unclassified"
"2909",2643221571,"GCA_001427465.1","Pseudomonas sp. Root569",NA,NA,"Arabidopsis root",NA,"Evolution",NA,NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"2910",2740892183,"GCA_001542725.1","Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911",8079860252,"GCA_022790535.1","Pseudomonas sp. S25",NA,NA,"soil sample",NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"2912",2718218427,"GCA_001721785.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Oral cavity","Digestive system","Unclassified"
"2913",2986607845,"GCA_014863585.1","Pseudomonas gozinkensis",NA,NA,"soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"2914",2791355623,"GCA_002883735.1","Pseudomonas sp. FW306-02-H05-AA",NA,NA,"Groundwater from well: FW306",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"2915",2939697726,NA,"Pseudomonas oryzihabitans",NA,NA,"Switchgrass leaf surface",NA,NA,"Panicum virgatum",NA,"Host-associated","Plants","Phylloplane/Leaf surface","Phyllosphere","Unclassified"
"2916",2888860460,"GCA_003441535.1","Pseudomonas aeruginosa",NA,NA,"hospital wastewaters",NA,NA,NA,NA,"Engineered","Wastewater","Unclassified","Unclassified","Unclassified"
"2917",2791355563,"GCA_002881785.1","Pseudomonas sp. GP01-A14",NA,NA,"Groundwater from well: GP01",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"2918",2775507201,"GCA_002798475.1","Pseudomonas sp. S09F 262",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"2919",2506783021,"GCA_000452745","Pseudomonas asturiensis","Free living",NA,"Isolated from the Riou Mounal creek at Vars Pass",NA,"Agricultural",NA,NA,"Environmental","Aquatic","Unclassified","Freshwater","Unclassified"
"2920",2875499822,"GCA_003391255.1","Pseudomonas plecoglossicida",NA,NA,"fish spleen",NA,"Agricultural","Larimichthys crocea",NA,"Host-associated","Fish","Unclassified","Unclassified","Unclassified"
"2921",8045365510,"GCA_001400455.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"2922",3007789785,"GCA_007665395.1","Pseudomonas psychrotolerans",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"2924",2548876741,"GCA_000245415.1","Pseudomonas syringae",NA,"Plants","Bacterial canker of kiwi fruit","Parasite","Agricultural","Actinidia","Bacterial canker","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2925",3007351439,"GCA_003194245.1","Pseudomonas aeruginosa",NA,NA,"sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"2926",2791355593,"GCA_002884125.1","Pseudomonas sp. MPR-R3B",NA,NA,"Groundwater from well: FW305",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"2927",2965910009,"GCA_003851425.1","Pseudomonas chlororaphis",NA,NA,"bulk soil",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Garden","Soil","Unclassified"
"2928",2521172712,"GCA_000325725.1","Pseudomonas putida",NA,NA,"Human skin",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Skin","Integumentary system","Unclassified"
"2929",2731958002,"GCA_001375475.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930",2663763303,"GCA_001320925.1","Pseudomonas sp. NBRC 111142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931",8045308564,"GCA_900600265.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932",2724679100,"GCA_001482885.1","Pseudomonas aeruginosa",NA,NA,"eye",NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"2933",8070868354,"GCA_004373585.1","Pseudomonas aeruginosa",NA,NA,"sandy soil contaminated with hydrocarbons for 50 years",NA,"Model Organism",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Oil-contaminated"
"2934",8086708414,"GCA_029837695.1","Pseudomonas sp. GD04019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935",2663763218,"GCA_000773135.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"2936",8034921784,"GCA_003586265.1","Pseudomonas jilinensis",NA,NA,"oil field",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Unclassified","Unclassified"
"2937",8044730033,"GCA_900599325.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2938",8056177738,"GCA_019145495.1","Pseudomonas azerbaijanoccidentalis",NA,NA,"rhizosphere",NA,"Environmental","Wheat",NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"2939",2969327537,"GCA_002091615.1","Pseudomonas fragi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940",2657245692,"GCA_001444765.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Model Organism",NA,NA,NA,NA,NA,NA,NA
"2941",2713897316,NA,"Pseudomonas syringae",NA,NA,NA,NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2942",8073316932,"GCA_023093975.1","Pseudomonas aeruginosa",NA,"Human blood","blood",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Blood","Circulatory system","Unclassified"
"2943",2698536406,"GCA_001181145.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2944",2671180478,"GCA_001180945.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945",2574179842,"GCA_000498595.1","Pseudomonas syringae","Free living",NA,"glume lesion on Thatcher wheat (Triticum aestivum)",NA,"Agricultural",NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2946",2744054450,"GCA_001645105.1","Pseudomonas marginalis",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"2947",2511231010,"GCA_000282255.1","Pseudomonas sp. GM25",NA,"Root nodule",NA,NA,"Agricultural","Populus deltoides",NA,"Host-associated","Plants","Nodule","Roots","Unclassified"
"2948",2740892085,"GCA_001554875.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"2949",2505313051,NA,"Pseudomonas syringae","Free living","Plants","leaf of Pueraria lobata",NA,"Evolution, Plant Pathogen","Pueraria montana var. lobata","Blight disease","Host-associated","Plants","Phylloplane/Leaf","Phyllosphere","Unclassified"
"2950",3007584346,"GCA_016008875.1","Pseudomonas mendocina",NA,NA,"blood",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Blood","Circulatory system","Unclassified"
"2951",2897148565,"GCA_900618265.1","Pseudomonas aeruginosa",NA,NA,"hospital",NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"2952",2718218242,"GCA_001722045.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Oral cavity","Digestive system","Unclassified"
"2953",2791355617,"GCA_002883095.1","Pseudomonas sp. GW456-12-1-14-LB2",NA,NA,"Groundwater from well: GW456",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"2954",2687453695,"GCA_900115275.1","Pseudomonas syringae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2955",8070524494,"GCA_000796145.1","Pseudomonas aeruginosa",NA,NA,"intra-abdominal tract infection",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Digestive system","Unclassified"
"2956",8071656884,"GCA_002237075.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Model Organism","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"2957",3007849513,"GCA_013359695.1","Pseudomonas sp. C2B4",NA,NA,"rhizosphere",NA,"Agricultural","Zinnia elegans",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2958",2600255283,"GCA_900108875.1","Pseudomonas sp. NFR16",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"2959",2791355546,"GCA_002263605.1","Pseudomonas sp. IB20",NA,NA,"fresh water lagoon",NA,"Environmental",NA,NA,"Environmental","Aquatic","Unclassified","Freshwater","Unclassified"
"2960",2687453261,"GCA_001515845.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"2961",2687453571,"GCA_001516305.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"2962",2663762797,"GCA_900141925.1","Pseudomonas zeshuii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2963",2808606388,NA,"Pseudomonas sp. SJZ094",NA,NA,"rhizosphere soil",NA,NA,"Ammophila breviligulata",NA,"Host-associated","Plants","Rhizosphere","Roots","Soil"
"2964",2506783056,NA,"Pseudomonas syringae","Free living","Plants","Prunus mume",NA,"Evolution, Plant Pathogen","Prunus mume","Bacterial canker, Blight disease","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2965",2654587611,"GCA_000953455.1","Pseudomonas oleovorans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966",2563367041,"GCA_000416765.1","Pseudomonas syringae",NA,NA,NA,NA,NA,"Actinidia",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2967",2663762767,"GCA_900112645.1","Pseudomonas straminea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968",2684623208,"GCA_001007005.1","Pseudomonas sp. CCOS 191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969",8010905819,"GCA_003834495.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Model Organism","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"2970",2521172671,"GCA_900177315.1","Pseudomonas sp. LAMO17WK12:I1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971",2767802267,"GCA_900004915.1","Pseudomonas sp. 31 R 17",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"2972",8044999379,"GCA_900586765.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973",2980607136,"GCA_003293395.1","Pseudomonas thivervalensis",NA,NA,"agricultural soil",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Agricultural field","Unclassified"
"2974",2574180290,"GCA_000647655.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"2975",2687453723,"GCA_900099665.1","Pseudomonas sp. BS3767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976",8044616867,"GCA_003699695.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"2977",8080148637,"GCA_025837155.1","Pseudomonas sp. Z8(2022)",NA,NA,"soil of paddy field",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2978",2700989440,"GCA_000506145.1","Pseudomonas aeruginosa",NA,NA,"sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"2979",2639762632,"GCA_900104825.1","Pseudomonas taetrolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2980",8044060831,"GCA_003415875.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Coffea arabica",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2981",2654587730,"GCA_001497495.1","Pseudomonas syringae",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"2982",2521172642,"GCA_900215185.1","Pseudomonas sp. LAMO17WK12:I10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2983",2571042114,"GCA_000507185","Pseudomonas syringae",NA,NA,"Syringa vulgaris, Great Britain",NA,"Agricultural",NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2984",2811994881,NA,"Pseudomonas sp. SLBN-26",NA,NA,"Rice root",NA,NA,"Oryza sativa",NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"2985",8044259249,"GCA_003699735.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"2986",8011181369,"GCA_019200975.1","Pseudomonas sp. PD9R",NA,NA,NA,NA,"Environmental","Rubus spectabilis",NA,"Host-associated","Unclassified","Unclassified","Unclassified","Unclassified"
"2987",2867873390,"GCA_024168565.1","Pseudomonas kilonensis",NA,NA,"Hibbing, MN soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"2988",2507262018,"GCA_000146005.1","Pseudomonas amygdali","Free living","Plants",NA,"Pathogen","Agricultural, Plant Pathogen",NA,"Plant rot",NA,NA,NA,NA,NA
"2989",2599185291,"GCA_900116305.1","Pseudomonas sp. NFACC48-1",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"2990",2744054570,"GCA_001619935.1","Pseudomonas aeruginosa",NA,NA,"Ulu Slim Hot Spring",NA,"Environmental",NA,NA,"Environmental","Aquatic","Hot (42-90C)","Thermal springs","Unclassified"
"2991",2671180558,"GCA_001444755.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Model Organism",NA,NA,NA,NA,NA,NA,NA
"2992",2645727558,"GCA_001280755.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2993",8044646782,"GCA_001400555.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution","Myrica rubra",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"2994",8087295818,"GCA_030323645.1","Pseudomonas guguanensis",NA,NA,"Sludge from paper mill effluent treatment",NA,"Model Organism",NA,NA,NA,NA,NA,NA,NA
"2995",2734482501,"GCA_001374555.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2996",2660237948,"GCA_001466915.1","Pseudomonas fluorescens",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"2997",2740891816,NA,"unclassified",NA,NA,NA,NA,NA,NA,NA,"Environmental","Aquatic","Lake","Freshwater","Unclassified"
"2998",2791355575,"GCA_002884275.1","Pseudomonas sp. FW306-2-11BA",NA,NA,"Groundwater from well: FW306",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"2999",2917093585,"GCA_002091535.1","Pseudomonas chlororaphis",NA,NA,"plate contaminant",NA,NA,NA,NA,"Engineered","Lab synthesis","Unclassified","Unclassified","Unclassified"
"3000",2713897325,NA,"Pseudomonas syringae",NA,NA,NA,NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3001",2823690506,NA,"Pseudomonas sp. AS2.8",NA,NA,"Phyllosphere of Agave salmiana",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Phyllosphere","Unclassified"
"3002",8043878949,"GCA_002027095.1","Pseudomonas ogarae",NA,NA,NA,NA,"Medical","Echinacea purpurea",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3003",2579779090,"GCA_000631985.1","Pseudomonas sp. RIT288",NA,NA,NA,NA,"Agricultural","Salix",NA,"Host-associated","Unclassified","Unclassified","Unclassified","Unclassified"
"3004",2687453785,"GCA_900105355.1","Pseudomonas anguilliseptica",NA,NA,"pond-cultured eels",NA,NA,NA,NA,"Host-associated","Fish","Unclassified","Unclassified","Unclassified"
"3005",2878029506,NA,"Pseudomonas fluorescens",NA,"Rhizosphere","Soybean plant rhizosphere",NA,NA,"Glycine max",NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"3006",2501799902,NA,"Pseudomonas aeruginosa","Free living","Host, Human leg",NA,NA,"Human Pathogen, Opportunistic Pathogen","Homo sapiens","Chronic wound","Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3007",3007463327,"GCA_014851565.1","Pseudomonas sp. PDM15",NA,NA,"soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"3008",2919456309,"GCA_031456615.1","Pseudomonas sp. 3296",NA,NA,"sweet sorghum soil",NA,NA,"Sorghum",NA,"Host-associated","Plants","Rhizosphere","Roots","Soil"
"3009",2667528033,"GCA_001444865.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Model Organism",NA,NA,NA,NA,NA,NA,NA
"3010",2721755610,"GCA_001654515.1","Pseudomonas koreensis",NA,NA,NA,NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3011",2713897219,"GCA_001269465.1","Pseudomonas protegens",NA,NA,"wheat leaves",NA,"Environmental",NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3012",2523533547,"GCA_000425765.1","Pseudomonas parafulva",NA,"Rice paddies","rice paddy",NA,"GEBA-KMG, Tree of Life","Oryza sativa",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3013",2643221791,"GCA_001422075.1","Pseudomonas sp. Leaf83",NA,NA,"Arabidopsis leaf",NA,"Evolution",NA,NA,"Host-associated","Plants","Phylloplane/Leaf surface","Phyllosphere","Unclassified"
"3014",8056561870,"GCA_028823535.1","Pseudomonas serbica",NA,NA,NA,NA,NA,"Triticum aestivum",NA,NA,NA,NA,NA,NA
"3015",2545824566,"GCA_000283055.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"3016",2548876787,"GCA_000225805.1","Pseudomonas savastanoi","Free living",NA,NA,NA,"Agricultural","Vigna radiata","Fire blight","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3017",8035018521,"GCA_003703145.1","Pseudomonas caricapapayae",NA,NA,NA,NA,"Evolution","Carica papaya",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3018",2870654421,NA,"Pseudomonas aeruginosa",NA,NA,"Sputum sample",NA,NA,NA,NA,"Host-associated","Mammals: Human","Lung","Respiratory system","Unclassified"
"3019",8035326735,"GCA_003671895.1","Pseudomonas prosekii",NA,NA,NA,NA,"Industrial","bark bettle",NA,"Host-associated","Arthropoda: Insects","Unclassified","Unclassified","Unclassified"
"3020",2510461024,NA,"Pseudomonas aeruginosa",NA,"Oil fields, Soil","Soil from an oil field",NA,"Human Pathogen",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Contaminated"
"3021",2713897231,"GCA_001269815.1","Pseudomonas sp. P1.31",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"3022",3007447017,"GCA_014842265.1","Pseudomonas sp. CFBP 13711",NA,NA,"Seed",NA,"Agricultural","Brassica napus",NA,"Host-associated","Plants","Unclassified","Seeds","Unclassified"
"3023",2713896853,"GCA_001400275.1","Pseudomonas syringae",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
